category,movie_id,year_ceremony,oscar_nominated,oscar_won,bafta_nominated,bafta_won,gg_nominated,gg_won,sag_nominated,sag_won,imdb_rating,rotten_tomatoes,pga_won,dga_won
1,1928352,1928,1,1,0,0,0,0,0,0,7.9,95.0,0,0
1,1928367,1928,1,0,0,0,0,0,0,0,7.6,85.0,0,0
1,1928369,1928,1,0,0,0,0,0,0,0,6.1,85.0,0,0
1,1928406,1928,1,1,0,0,0,0,0,0,6.8,88.0,0,0
2,1928445,1928,1,1,0,0,0,0,0,0,7.5,100.0,0,0
2,1928450,1928,1,0,0,0,0,0,0,0,5.5,85.0,0,0
2,1928666,1928,1,0,0,0,0,0,0,0,7.2,83.0,0,0
2,1928688,1928,1,1,0,0,0,0,0,0,7.3,79.0,0,0
2,1928694,1928,1,1,0,0,0,0,0,0,8.1,98.0,0,0
4,1928445,1928,1,0,0,0,0,0,0,0,7.5,100.0,0,0
4,1929068,1928,1,0,0,0,0,0,0,0,6.6,100.0,0,0
4,1929088,1928,1,1,0,0,0,0,0,0,7.5,94.0,0,0
1,1929026,1929,1,0,0,0,0,0,0,0,5.7,56.0,0,0
1,1929157,1929,1,1,0,0,0,0,0,0,5.5,56.0,0,0
1,1929370,1929,1,0,0,0,0,0,0,0,7.2,62.0,0,0
1,1929403,1929,1,0,0,0,0,0,0,0,6.0,85.0,0,0
1,1929412,1929,1,0,0,0,0,0,0,0,6.5,70.0,0,0
2,1929510,1929,1,1,0,0,0,0,0,0,5.5,44.0,0,0
2,1929591,1929,1,0,0,0,0,0,0,0,6.9,50.0,0,0
2,1929704,1929,1,0,0,0,0,0,0,0,6.9,85.0,0,0
2,1929710,1929,1,0,0,0,0,0,0,0,5.6,42.0,0,0
2,1929719,1929,1,0,0,0,0,0,0,0,6.2,85.0,0,0
2,1929741,1929,1,0,0,0,0,0,0,0,7.5,100.0,0,0
3,1929866,1929,1,0,0,0,0,0,0,0,6.2,85.0,0,0
3,1929157,1929,1,0,0,0,0,0,0,0,5.5,56.0,0,0
3,1929591,1929,1,0,0,0,0,0,0,0,6.9,50.0,0,0
3,1929710,1929,1,0,0,0,0,0,0,0,5.6,42.0,0,0
3,1929719,1929,1,1,0,0,0,0,0,0,6.2,85.0,0,0
3,1929370,1929,1,0,0,0,0,0,0,0,7.2,62.0,0,0
3,1929970,1929,1,0,0,0,0,0,0,0,6.1,85.0,0,0
4,1929026,1929,1,0,0,0,0,0,0,0,5.7,56.0,0,0
4,1930019,1929,1,0,0,0,0,0,0,0,5.4,43.0,0,0
4,1929157,1929,1,0,0,0,0,0,0,0,5.5,56.0,0,0
4,1929710,1929,1,1,0,0,0,0,0,0,5.6,42.0,0,0
4,1929370,1929,1,0,0,0,0,0,0,0,7.2,62.0,0,0
1,1930067,1930,1,0,0,0,0,0,0,0,6.3,83.0,0,0
1,1930087,1930,1,0,0,0,0,0,0,0,3.7,25.0,0,0
1,1930100,1930,1,1,0,0,0,0,0,0,6.1,83.0,0,0
1,1930299,1930,1,0,0,0,0,0,0,0,7.1,75.0,0,0
1,1930300,1930,1,0,0,0,0,0,0,0,5.6,85.0,0,0
1,1930334,1930,1,0,0,0,0,0,0,0,5.4,85.0,0,0
1,1930359,1930,1,0,0,0,0,0,0,0,7.0,100.0,0,0
1,1930385,1930,1,0,0,0,0,0,0,0,5.5,79.0,0,0
2,1930466,1930,1,0,0,0,0,0,0,0,6.6,85.0,0,0
2,1930661,1930,1,0,0,0,0,0,0,0,5.2,49.0,0,0
2,1930668,1930,1,0,0,0,0,0,0,0,5.4,85.0,0,0
2,1930718,1930,1,0,0,0,0,0,0,0,5.9,85.0,0,0
2,1930720,1930,1,1,0,0,0,0,0,0,6.7,78.0,0,0
2,1930772,1930,1,0,0,0,0,0,0,0,7.0,85.0,0,0
2,1930782,1930,1,0,0,0,0,0,0,0,5.8,85.0,0,0
3,1930822,1930,1,1,0,0,0,0,0,0,7.8,90.0,0,0
3,1930466,1930,1,0,0,0,0,0,0,0,6.6,85.0,0,0
3,1930879,1930,1,0,0,0,0,0,0,0,6.7,86.0,0,0
3,1930661,1930,1,0,0,0,0,0,0,0,5.2,49.0,0,0
3,1930720,1930,1,0,0,0,0,0,0,0,6.7,78.0,0,0
3,1930359,1930,1,0,0,0,0,0,0,0,7.0,100.0,0,0
4,1930822,1930,1,1,0,0,0,0,0,0,7.8,90.0,0,0
4,1930100,1930,1,0,0,0,0,0,0,0,6.1,83.0,0,0
4,1930299,1930,1,0,0,0,0,0,0,0,7.1,75.0,0,0
4,1930720,1930,1,0,0,0,0,0,0,0,6.7,78.0,0,0
4,1930359,1930,1,0,0,0,0,0,0,0,7.0,100.0,0,0
1,1931008,1931,1,1,0,0,0,0,0,0,6.6,85.0,0,0
1,1931082,1931,1,0,0,0,0,0,0,0,5.8,52.0,0,0
1,1931273,1931,1,0,0,0,0,0,0,0,6.3,86.0,0,0
1,1931325,1931,1,0,0,0,0,0,0,0,7.3,57.0,0,0
1,1931386,1931,1,0,0,0,0,0,0,0,6.1,85.0,0,0
2,1931008,1931,1,0,0,0,0,0,0,0,6.6,85.0,0,0
2,1931082,1931,1,0,0,0,0,0,0,0,5.8,52.0,0,0
2,1931552,1931,1,0,0,0,0,0,0,0,6.3,85.0,0,0
2,1931601,1931,1,1,0,0,0,0,0,0,6.7,85.0,0,0
2,1931609,1931,1,0,0,0,0,0,0,0,7.0,83.0,0,0
3,1931008,1931,1,0,0,0,0,0,0,0,6.6,85.0,0,0
3,1931082,1931,1,0,0,0,0,0,0,0,5.8,52.0,0,0
3,1931609,1931,1,0,0,0,0,0,0,0,7.0,83.0,0,0
3,1931273,1931,1,1,0,0,0,0,0,0,6.3,86.0,0,0
3,1931325,1931,1,0,0,0,0,0,0,0,7.3,57.0,0,0
4,1931082,1931,1,1,0,0,0,0,0,0,5.8,52.0,0,0
4,1932003,1931,1,0,0,0,0,0,0,0,5.7,90.0,0,0
4,1931273,1931,1,0,0,0,0,0,0,0,6.3,86.0,0,0
4,1931325,1931,1,0,0,0,0,0,0,0,7.3,57.0,0,0
4,1932083,1931,1,0,0,0,0,0,0,0,6.1,100.0,0,0
1,1932104,1932,1,1,0,0,0,0,0,0,7.6,91.0,0,0
1,1932305,1932,1,1,0,0,0,0,0,0,7.3,96.0,0,0
1,1932335,1932,1,0,0,0,0,0,0,0,6.4,85.0,0,0
2,1932527,1932,1,0,0,0,0,0,0,0,7.0,85.0,0,0
2,1932335,1932,1,0,0,0,0,0,0,0,6.4,85.0,0,0
2,1932762,1932,1,1,0,0,0,0,0,0,6.6,85.0,0,0
3,1932835,1932,1,1,0,0,0,0,0,0,6.4,85.0,0,0
3,1932917,1932,1,0,0,0,0,0,0,0,7.3,96.0,0,0
3,1932305,1932,1,0,0,0,0,0,0,0,7.3,96.0,0,0
4,1932989,1932,1,0,0,0,0,0,0,0,6.2,89.0,0,0
4,1932835,1932,1,0,0,0,0,0,0,0,6.4,85.0,0,0
4,1933006,1932,1,0,0,0,0,0,0,0,7.3,91.0,0,0
4,1933012,1932,1,1,0,0,0,0,0,0,7.3,87.0,0,0
4,1933041,1932,1,0,0,0,0,0,0,0,7.0,86.0,0,0
4,1932917,1932,1,0,0,0,0,0,0,0,7.3,96.0,0,0
4,1932305,1932,1,0,0,0,0,0,0,0,7.3,96.0,0,0
4,1933072,1932,1,0,0,0,0,0,0,0,7.1,88.0,0,0
1,1933051,1933,1,0,0,0,0,0,0,0,7.9,85.0,0,0
1,1933155,1933,1,0,0,0,0,0,0,0,8.2,96.0,0,0
1,1933379,1933,1,1,0,0,0,0,0,0,7.0,94.0,0,0
2,1933499,1933,1,0,0,0,0,0,0,0,5.8,64.0,0,0
2,1933578,1933,1,0,0,0,0,0,0,0,7.4,100.0,0,0
2,1933608,1933,1,1,0,0,0,0,0,0,6.5,57.0,0,0
3,1933499,1933,1,1,0,0,0,0,0,0,5.8,64.0,0,0
3,1933578,1933,1,0,0,0,0,0,0,0,7.4,100.0,0,0
3,1933582,1933,1,0,0,0,0,0,0,0,7.8,95.0,0,0
4,1933975,1933,1,0,0,0,0,0,0,0,7.3,92.0,0,0
4,1933976,1933,1,0,0,0,0,0,0,0,6.4,88.0,0,0
4,1933499,1933,1,1,0,0,0,0,0,0,5.8,64.0,0,0
4,1933155,1933,1,0,0,0,0,0,0,0,8.2,96.0,0,0
4,1933578,1933,1,0,0,0,0,0,0,0,7.4,100.0,0,0
4,1933582,1933,1,0,0,0,0,0,0,0,7.8,95.0,0,0
4,1934048,1933,1,0,0,0,0,0,0,0,6.3,93.0,0,0
4,1934049,1933,1,0,0,0,0,0,0,0,6.9,80.0,0,0
4,1934050,1933,1,0,0,0,0,0,0,0,6.7,100.0,0,0
4,1933379,1933,1,0,0,0,0,0,0,0,7.0,94.0,0,0
1,1935165,1935,1,1,0,0,0,0,0,0,8.1,98.0,0,0
1,1935290,1935,1,0,0,0,0,0,0,0,6.0,80.0,0,0
1,1935401,1935,1,0,0,0,0,0,0,0,7.9,98.0,0,0
2,1935165,1935,1,1,0,0,0,0,0,0,8.1,98.0,0,0
2,1935629,1935,1,0,0,0,0,0,0,0,7.0,87.0,0,0
2,1935630,1935,1,0,0,0,0,0,0,0,5.6,63.0,0,0
2,1935705,1935,1,0,0,0,0,0,0,0,6.9,70.0,0,0
3,1935165,1935,1,1,0,0,0,0,0,0,8.1,98.0,0,0
3,1935630,1935,1,0,0,0,0,0,0,0,5.6,63.0,0,0
3,1935401,1935,1,0,0,0,0,0,0,0,7.9,98.0,0,0
4,1935084,1935,1,0,0,0,0,0,0,0,7.0,56.0,0,0
4,1936007,1935,1,0,0,0,0,0,0,0,5.6,100.0,0,0
4,1936017,1935,1,0,0,0,0,0,0,0,6.2,83.0,0,0
4,1936021,1935,1,0,0,0,0,0,0,0,7.5,88.0,0,0
4,1935165,1935,1,1,0,0,0,0,0,0,8.1,98.0,0,0
4,1935630,1935,1,0,0,0,0,0,0,0,5.6,63.0,0,0
4,1935705,1935,1,0,0,0,0,0,0,0,6.9,70.0,0,0
4,1936058,1935,1,0,0,0,0,0,0,0,7.3,92.0,0,0
4,1936060,1935,1,0,0,0,0,0,0,0,6.5,100.0,0,0
4,1935401,1935,1,0,0,0,0,0,0,0,7.9,98.0,0,0
4,1936077,1935,1,0,0,0,0,0,0,0,6.5,57.0,0,0
4,1936085,1935,1,0,0,0,0,0,0,0,6.3,60.0,0,0
1,1936056,1936,1,0,0,0,0,0,0,0,6.4,83.0,0,0
1,1936213,1936,1,0,0,0,0,0,0,0,7.6,96.0,0,0
1,1936344,1936,1,1,0,0,0,0,0,0,7.4,89.0,0,0
2,1936456,1936,1,0,0,0,0,0,0,0,6.9,89.0,0,0
2,1936474,1936,1,0,0,0,0,0,0,0,5.8,40.0,0,0
2,1936514,1936,1,1,0,0,0,0,0,0,6.8,88.0,0,0
2,1936529,1936,1,0,0,0,0,0,0,0,5.5,100.0,0,0
2,1936650,1936,1,0,0,0,0,0,0,0,6.4,85.0,0,0
2,1936716,1936,1,0,0,0,0,0,0,0,6.6,94.0,0,0
3,1936851,1936,1,0,0,0,0,0,0,0,7.7,100.0,0,0
3,1936213,1936,1,0,0,0,0,0,0,0,7.6,96.0,0,0
3,1936344,1936,1,1,0,0,0,0,0,0,7.4,89.0,0,0
3,1936951,1936,1,0,0,0,0,0,0,0,7.0,100.0,0,0
4,1936978,1936,1,0,0,0,0,0,0,0,6.8,92.0,0,0
4,1936456,1936,1,0,0,0,0,0,0,0,6.9,89.0,0,0
4,1936995,1936,1,0,0,0,0,0,0,0,6.7,90.0,0,0
4,1936851,1936,1,0,0,0,0,0,0,0,7.7,100.0,0,0
4,1936997,1936,1,0,0,0,0,0,0,0,7.3,100.0,0,0
4,1937030,1936,1,0,0,0,0,0,0,0,7.6,85.0,0,0
4,1936213,1936,1,1,0,0,0,0,0,0,7.6,96.0,0,0
4,1937038,1936,1,0,0,0,0,0,0,0,6.6,85.0,0,0
4,1937044,1936,1,0,0,0,0,0,0,0,7.6,100.0,0,0
4,1936344,1936,1,0,0,0,0,0,0,0,7.4,89.0,0,0
4,1936951,1936,1,0,0,0,0,0,0,0,7.0,100.0,0,0
4,1937081,1936,1,0,0,0,0,0,0,0,7.7,100.0,0,0
1,1937102,1937,1,0,0,0,0,0,0,0,7.7,91.0,0,0
1,1937207,1937,1,0,0,0,0,0,0,0,7.8,90.0,0,0
1,1937217,1937,1,0,0,0,0,0,0,0,7.9,97.0,0,0
1,1937257,1937,1,0,0,0,0,0,0,0,7.1,92.0,0,0
1,1937396,1937,1,1,0,0,0,0,0,0,7.3,90.0,0,0
2,1937217,1937,1,0,0,0,0,0,0,0,7.9,97.0,0,0
2,1937662,1937,1,0,0,0,0,0,0,0,6.5,75.0,0,0
2,1937730,1937,1,1,0,0,0,0,0,0,6.6,72.0,0,0
2,1937784,1937,1,0,0,0,0,0,0,0,7.1,85.0,0,0
2,1937798,1937,1,0,0,0,0,0,0,0,6.3,85.0,0,0
3,1937102,1937,1,0,0,0,0,0,0,0,7.7,91.0,0,0
3,1937207,1937,1,1,0,0,0,0,0,0,7.8,90.0,0,0
3,1937217,1937,1,0,0,0,0,0,0,0,7.9,97.0,0,0
3,1937257,1937,1,0,0,0,0,0,0,0,7.1,92.0,0,0
3,1937730,1937,1,0,0,0,0,0,0,0,6.6,72.0,0,0
4,1937981,1937,1,0,0,0,0,0,0,0,7.8,93.0,0,0
4,1937986,1937,1,0,0,0,0,0,0,0,6.3,18.0,0,0
4,1937102,1937,1,0,0,0,0,0,0,0,7.7,91.0,0,0
4,1938031,1937,1,0,0,0,0,0,0,0,7.8,86.0,0,0
4,1937207,1937,1,0,0,0,0,0,0,0,7.8,90.0,0,0
4,1937662,1937,1,0,0,0,0,0,0,0,6.5,75.0,0,0
4,1937257,1937,1,0,0,0,0,0,0,0,7.1,92.0,0,0
4,1937730,1937,1,1,0,0,0,0,0,0,6.6,72.0,0,0
4,1937396,1937,1,0,0,0,0,0,0,0,7.3,90.0,0,0
4,1938080,1937,1,0,0,0,0,0,0,0,6.6,86.0,0,0
1,1938015,1938,1,0,0,0,0,0,0,0,7.3,100.0,0,0
1,1938072,1938,1,1,0,0,0,0,0,0,7.9,95.0,0,0
1,1938088,1938,1,0,0,0,0,0,0,0,6.5,100.0,0,0
1,1938221,1938,1,0,0,0,0,0,0,0,7.2,85.0,0,0
1,1938356,1938,1,0,0,0,0,0,0,0,7.1,92.0,0,0
2,1938015,1938,1,0,0,0,0,0,0,0,7.3,100.0,0,0
2,1938492,1938,1,0,0,0,0,0,0,0,7.3,89.0,0,0
2,1938686,1938,1,0,0,0,0,0,0,0,7.4,82.0,0,0
2,1938702,1938,1,0,0,0,0,0,0,0,7.7,91.0,0,0
2,1938729,1938,1,1,0,0,0,0,0,0,7.5,95.0,0,0
3,1938015,1938,1,0,1,0,0,0,0,0,7.3,100.0,0,0
3,1938923,1938,1,0,0,0,0,0,0,0,7.7,96.0,0,0
3,1938702,1938,1,1,0,0,0,0,0,0,7.7,91.0,0,0
3,1938729,1938,1,0,0,0,0,0,0,0,7.5,95.0,0,0
3,1938356,1938,1,0,0,0,0,0,0,0,7.1,92.0,0,0
4,1938015,1938,1,0,0,0,0,0,0,0,7.3,100.0,0,0
4,1938072,1938,1,0,0,0,0,0,0,0,7.9,95.0,0,0
4,1938998,1938,1,0,0,0,0,0,0,0,6.5,78.0,0,0
4,1939022,1938,1,0,0,0,0,0,0,0,6.7,67.0,0,0
4,1939034,1938,1,0,0,0,0,0,0,0,7.6,92.0,0,0
4,1939042,1938,1,0,0,0,0,0,0,0,6.7,88.0,0,0
4,1938923,1938,1,0,0,0,0,0,0,0,7.7,96.0,0,0
4,1938702,1938,1,0,0,0,0,0,0,0,7.7,91.0,0,0
4,1938729,1938,1,0,0,0,0,0,0,0,7.5,95.0,0,0
4,1938356,1938,1,1,0,0,0,0,0,0,7.1,92.0,0,0
1,1939024,1939,1,0,0,0,0,0,0,0,6.6,85.0,0,0
1,1939037,1939,1,0,0,0,0,0,0,0,7.9,100.0,0,0
1,1939062,1939,1,1,0,0,0,0,0,0,7.2,86.0,0,0
1,1939241,1939,1,0,0,0,0,0,0,0,7.7,100.0,0,0
1,1939307,1939,1,0,0,0,0,0,0,0,7.1,89.0,0,0
2,1939566,1939,1,1,0,0,0,0,0,0,7.4,96.0,0,0
2,1939594,1939,1,0,0,0,0,0,0,0,7.3,85.0,0,0
2,1939241,1939,1,0,0,0,0,0,0,0,7.7,100.0,0,0
2,1939787,1939,1,0,0,0,0,0,0,0,7.1,100.0,0,0
2,1939805,1939,1,0,0,0,0,0,0,0,7.1,85.0,0,0
3,1939037,1939,1,0,0,0,0,0,0,0,7.9,100.0,0,0
3,1939062,1939,1,0,0,0,0,0,0,0,7.2,86.0,0,0
3,1939873,1939,1,0,0,0,0,0,0,0,6.9,100.0,0,0
3,1939307,1939,1,0,0,0,0,0,0,0,7.1,89.0,0,0
3,1939973,1939,1,1,0,0,0,0,0,0,7.8,94.0,0,0
4,1939984,1939,1,0,0,0,0,0,0,0,6.8,83.0,0,0
4,1939062,1939,1,0,0,0,0,0,0,0,7.2,86.0,0,0
4,1939873,1939,1,0,0,0,0,0,0,0,6.9,100.0,0,0
4,1940013,1939,1,0,0,0,0,0,0,0,8.1,97.0,0,0
4,1939566,1939,1,0,0,0,0,0,0,0,7.4,96.0,0,0
4,1939241,1939,1,0,0,0,0,0,0,0,7.7,100.0,0,0
4,1940051,1939,1,0,0,0,0,0,0,0,6.8,67.0,0,0
4,1940053,1939,1,0,0,0,0,0,0,0,7.9,100.0,0,0
4,1939307,1939,1,0,0,0,0,0,0,0,7.1,89.0,0,0
4,1939973,1939,1,1,0,0,0,0,0,0,7.8,94.0,0,0
1,1940045,1940,1,0,0,0,0,0,0,0,6.3,90.0,0,0
1,1940134,1940,1,0,0,0,0,0,0,0,8.2,90.0,0,0
1,1940138,1940,1,1,0,0,0,0,0,0,7.9,81.0,0,0
1,1940209,1940,1,0,0,0,0,0,0,0,8.1,85.0,0,0
1,1940440,1940,1,0,0,0,0,0,0,0,7.5,96.0,0,0
2,1940516,1940,1,0,0,0,0,0,0,0,7.4,85.0,0,0
2,1940134,1940,1,1,0,0,0,0,0,0,8.2,90.0,0,0
2,1940138,1940,1,0,0,0,0,0,0,0,7.9,81.0,0,0
2,1940585,1940,1,0,0,0,0,0,0,0,7.3,92.0,0,0
2,1940623,1940,1,0,0,0,0,0,0,0,7.8,95.0,0,0
3,1940134,1940,1,1,0,0,0,0,0,0,8.2,90.0,0,0
3,1940138,1940,1,0,0,0,0,0,0,0,7.9,81.0,0,0
3,1940209,1940,1,0,0,0,0,0,0,0,8.1,85.0,0,0
3,1940924,1940,1,0,0,0,0,0,0,0,7.8,100.0,0,0
3,1940440,1940,1,0,0,0,0,0,0,0,7.5,96.0,0,0
4,1940516,1940,1,0,0,0,0,0,0,0,7.4,85.0,0,0
4,1940134,1940,1,1,0,0,0,0,0,0,8.2,90.0,0,0
4,1940138,1940,1,0,0,0,0,0,0,0,7.9,81.0,0,0
4,1940585,1940,1,0,0,0,0,0,0,0,7.3,92.0,0,0
4,1940209,1940,1,0,0,0,0,0,0,0,8.1,85.0,0,0
4,1940623,1940,1,0,0,0,0,0,0,0,7.8,95.0,0,0
4,1941039,1940,1,0,0,0,0,0,0,0,7.8,100.0,0,0
4,1940924,1940,1,0,0,0,0,0,0,0,7.8,100.0,0,0
4,1941078,1940,1,0,0,0,0,0,0,0,8.1,98.0,0,0
4,1940440,1940,1,0,0,0,0,0,0,0,7.5,96.0,0,0
1,1941017,1941,1,0,0,0,0,0,0,0,7.3,86.0,0,0
1,1941247,1941,1,0,0,0,0,0,0,0,8.1,98.0,0,0
1,1941330,1941,1,0,0,0,0,0,0,0,8.1,100.0,0,0
1,1941331,1941,1,0,0,0,0,0,0,0,8.4,92.0,0,0
1,1941373,1941,1,1,0,0,0,0,0,0,7.8,100.0,0,0
2,1941573,1941,1,1,0,0,0,0,0,0,6.9,75.0,0,0
2,1941634,1941,1,0,0,0,0,0,0,0,6.5,86.0,0,0
2,1941247,1941,1,0,0,0,0,0,0,0,8.1,98.0,0,0
2,1941741,1941,1,0,0,0,0,0,0,0,7.5,100.0,0,0
2,1941373,1941,1,0,0,0,0,0,0,0,7.8,100.0,0,0
3,1941573,1941,1,0,0,0,0,0,0,0,6.9,75.0,0,0
3,1941247,1941,1,0,0,0,0,0,0,0,8.1,98.0,0,0
3,1941330,1941,1,1,0,0,0,0,0,0,8.1,100.0,0,0
3,1941741,1941,1,0,0,0,0,0,0,0,7.5,100.0,0,0
3,1941373,1941,1,0,0,0,0,0,0,0,7.8,100.0,0,0
4,1941985,1941,1,0,0,0,0,0,0,0,7.4,83.0,0,0
4,1942009,1941,1,0,0,0,0,0,0,0,7.4,95.0,0,0
4,1941573,1941,1,0,0,0,0,0,0,0,6.9,75.0,0,0
4,1941634,1941,1,0,0,0,0,0,0,0,6.5,86.0,0,0
4,1941247,1941,1,1,0,0,0,0,0,0,8.1,98.0,0,0
4,1941330,1941,1,0,0,0,0,0,0,0,8.1,100.0,0,0
4,1941331,1941,1,0,0,0,0,0,0,0,8.4,92.0,0,0
4,1941741,1941,1,0,0,0,0,0,0,0,7.5,100.0,0,0
4,1942062,1941,1,0,0,0,0,0,0,0,6.9,100.0,0,0
4,1941373,1941,1,0,0,0,0,0,0,0,7.8,100.0,0,0
1,1942028,1942,1,0,0,0,0,0,0,0,7.6,85.0,0,0
1,1942083,1942,1,0,0,0,0,0,0,0,8.3,99.0,0,0
1,1942148,1942,1,0,0,0,0,0,0,0,7.5,100.0,0,0
1,1942234,1942,1,0,0,0,0,0,0,0,7.0,94.0,0,0
1,1942266,1942,1,1,0,0,0,0,0,0,7.7,84.0,0,0
2,1942472,1942,1,0,0,0,0,0,0,0,7.7,100.0,0,0
2,1942477,1942,1,0,0,0,0,0,0,0,6.9,33.0,0,0
2,1942551,1942,1,0,0,0,0,0,0,0,7.3,100.0,0,0
2,1942696,1942,1,1,0,0,0,0,0,0,7.3,97.0,0,0
2,1942742,1942,1,0,0,0,0,0,0,0,7.9,100.0,0,0
3,1942083,1942,1,0,0,0,0,0,0,0,8.3,99.0,0,0
3,1942148,1942,1,0,0,0,0,0,0,0,7.5,100.0,0,0
3,1942882,1942,1,1,0,0,0,0,0,0,7.7,93.0,0,0
3,1942266,1942,1,0,0,0,0,0,0,0,7.7,84.0,0,0
3,1942742,1942,1,0,0,0,0,0,0,0,7.9,100.0,0,0
4,1942477,1942,1,0,0,0,0,0,0,0,6.9,33.0,0,0
4,1942083,1942,1,0,0,0,0,0,0,0,8.3,99.0,0,0
