category,movie_id,year_ceremony,oscar_nominated,oscar_won,bafta_nominated,bafta_won,gg_nominated,gg_won,sag_nominated,sag_won,imdb_rating,rotten_tomatoes,pga_won,dga_won
4,1957830,1957,1,1,0,0,0,0,0,0,6.7,72.0,0,0
4,1957874,1957,1,0,0,0,0,0,0,0,7.3,82.0,0,0
4,1957129,1957,1,0,0,0,0,0,0,0,7.6,86.0,0,0
4,1957349,1957,1,0,0,0,0,0,0,0,7.4,93.0,0,0
4,1958074,1957,1,0,0,0,0,0,0,0,7.9,84.0,0,0
1,1958009,1958,1,0,0,0,0,0,0,0,7.2,75.0,0,0
1,1958262,1958,1,0,0,0,0,0,0,0,7.0,82.0,0,0
1,1958302,1958,1,1,0,0,0,0,0,0,8.1,96.0,0,0
1,1958436,1958,1,0,0,0,0,0,0,0,6.6,85.0,0,0
1,1958439,1958,1,0,0,0,0,0,0,0,8.4,100.0,0,0
2,1958547,1958,1,0,0,0,0,0,0,0,7.3,83.0,0,0
2,1958638,1958,1,0,0,0,0,0,0,0,7.2,65.0,0,0
2,1958655,1958,1,0,0,0,0,0,0,0,6.3,10.0,0,0
2,1958771,1958,1,1,0,0,0,0,0,0,7.2,94.0,0,0
2,1958436,1958,1,0,0,0,0,0,0,0,6.6,85.0,0,0
3,1958814,1958,1,0,0,0,0,0,0,0,9.0,100.0,0,0
3,1958638,1958,1,0,0,0,0,0,0,0,7.2,65.0,0,0
3,1958262,1958,1,0,0,0,1,0,0,0,7.0,82.0,0,0
3,1958302,1958,1,1,0,0,0,0,0,0,8.1,96.0,0,0
3,1958439,1958,1,0,0,0,1,0,0,0,8.4,100.0,0,0
4,1958814,1958,1,0,0,0,0,0,0,0,9.0,100.0,0,0
4,1958638,1958,1,0,0,0,0,0,0,0,7.2,65.0,0,0
4,1958262,1958,1,0,0,0,0,0,0,0,7.0,82.0,0,0
4,1958302,1958,1,1,0,0,0,0,0,0,8.1,96.0,0,0
4,1958439,1958,1,0,0,0,0,0,0,0,8.4,100.0,0,0
1,1959076,1959,1,0,0,0,0,0,0,0,7.9,97.0,0,0
1,1959265,1959,1,1,0,0,0,0,0,0,7.4,67.0,0,0
1,1959314,1959,1,0,0,0,0,0,0,0,7.6,90.0,0,0
1,1959368,1959,1,0,0,0,0,0,0,0,6.9,75.0,0,0
2,1959468,1959,1,0,0,0,0,0,0,0,7.9,88.0,0,0
2,1959076,1959,1,0,0,0,0,0,0,0,7.9,97.0,0,0
2,1959555,1959,1,1,0,0,0,0,0,0,7.5,94.0,0,0
2,1959265,1959,1,0,0,0,0,0,0,0,7.4,67.0,0,0
2,1959680,1959,1,0,0,0,0,0,0,0,7.2,78.0,0,0
3,1959076,1959,1,0,0,0,1,0,0,0,7.9,97.0,0,0
3,1959875,1959,1,1,0,0,1,1,0,0,6.6,89.0,0,1
3,1959555,1959,1,0,0,0,1,0,0,0,7.5,94.0,0,0
3,1959314,1959,1,0,0,0,0,0,0,0,7.6,90.0,0,0
3,1959945,1959,1,0,0,0,0,0,0,0,7.2,100.0,0,0
4,1959468,1959,1,0,0,0,0,0,0,0,7.9,88.0,0,0
4,1959076,1959,1,0,0,0,0,0,0,0,7.9,97.0,0,0
4,1959875,1959,1,1,0,0,0,0,0,0,6.6,89.0,0,0
4,1959265,1959,1,0,0,0,0,0,0,0,7.4,67.0,0,0
4,1959314,1959,1,0,0,0,0,0,0,0,7.6,90.0,0,0
1,1960035,1960,1,0,0,0,0,0,0,0,8.0,100.0,0,0
1,1960050,1960,1,1,0,0,0,0,0,0,8.1,87.0,0,0
1,1960254,1960,1,0,0,0,0,0,0,0,7.5,100.0,0,0
1,1960276,1960,1,0,0,0,0,0,0,0,8.2,95.0,0,0
1,1960351,1960,1,0,0,0,0,0,0,0,6.9,85.0,0,0
2,1960641,1960,1,0,0,0,0,0,0,0,7.4,94.0,0,0
2,1960254,1960,1,1,0,0,0,0,0,0,7.5,100.0,0,0
2,1960690,1960,1,0,0,0,0,0,0,0,7.5,68.0,0,0
2,1960748,1960,1,0,0,0,0,0,0,0,7.5,85.0,0,0
3,1960050,1960,1,1,0,0,1,1,0,0,8.1,87.0,0,1
3,1960254,1960,1,0,0,0,0,0,0,0,7.5,100.0,0,0
3,1960276,1960,1,0,0,0,0,0,0,0,8.2,95.0,0,0
3,1960935,1960,1,0,0,0,0,0,0,0,7.4,81.0,0,0
3,1960748,1960,1,0,0,0,0,0,0,0,7.5,85.0,0,0
4,1960035,1960,1,0,1,0,0,0,0,0,8.0,100.0,0,0
4,1960050,1960,1,1,1,1,0,0,0,0,8.1,87.0,0,0
4,1960254,1960,1,0,0,0,0,0,0,0,7.5,100.0,0,0
4,1960935,1960,1,0,0,0,0,0,0,0,7.4,81.0,0,0
4,1960748,1960,1,0,1,0,0,0,0,0,7.5,85.0,0,0
1,1961110,1961,1,1,0,0,0,0,0,0,7.7,94.0,0,0
1,1961162,1961,1,0,0,0,0,0,0,0,8.1,93.0,0,0
1,1961277,1961,1,0,0,0,0,0,0,0,7.1,67.0,0,0
1,1961292,1961,1,0,0,0,0,0,0,0,8.3,93.0,0,0
1,1961319,1961,1,0,0,0,0,0,0,0,7.1,71.0,0,0
2,1961489,1961,1,1,0,0,0,0,0,0,6.3,47.0,0,0
2,1961621,1961,1,0,0,0,0,0,0,0,7.3,67.0,0,0
2,1961695,1961,1,0,0,0,0,0,0,0,6.8,88.0,0,0
2,1961292,1961,1,0,0,0,0,0,0,0,8.3,93.0,0,0
2,1961770,1961,1,0,0,0,0,0,0,0,7.1,79.0,0,0
3,1961621,1961,1,0,0,0,0,0,0,0,7.3,67.0,0,0
3,1961910,1961,1,0,0,0,0,0,0,0,8.5,97.0,0,0
3,1961277,1961,1,0,0,0,1,1,0,0,7.1,67.0,0,0
3,1961292,1961,1,1,0,0,0,0,0,0,8.3,93.0,0,1
3,1961770,1961,1,0,0,0,0,0,0,0,7.1,79.0,0,0
4,1961110,1961,1,0,1,0,0,0,0,0,7.7,94.0,0,0
4,1961277,1961,1,0,0,0,0,0,0,0,7.1,67.0,0,0
4,1962054,1961,1,0,0,0,0,0,0,0,6.8,85.0,0,0
4,1961292,1961,1,1,1,1,0,0,0,0,8.3,93.0,0,0
4,1961770,1961,1,0,0,0,0,0,0,0,7.1,79.0,0,0
1,1962112,1962,1,0,0,0,0,0,0,0,6.8,85.0,0,0
1,1962170,1962,1,1,0,0,0,0,0,0,8.3,93.0,0,0
1,1962342,1962,1,0,0,0,0,0,0,0,7.9,94.0,0,0
1,1962364,1962,1,0,0,0,0,0,0,0,7.2,85.0,0,0
2,1962484,1962,1,0,0,0,0,0,0,0,7.5,88.0,0,0
2,1962684,1962,1,0,0,0,0,0,0,0,7.7,74.0,0,0
2,1962692,1962,1,0,0,0,0,0,0,0,6.9,85.0,0,0
2,1962342,1962,1,0,0,0,0,0,0,0,7.9,94.0,0,0
2,1962796,1962,1,1,0,0,0,0,0,0,7.7,88.0,0,0
3,1962170,1962,1,0,0,0,1,1,0,0,8.3,93.0,0,0
3,1962890,1962,1,0,0,0,0,0,0,0,8.0,95.0,0,0
3,1962943,1962,1,0,0,0,1,0,0,0,7.5,92.0,0,0
3,1962342,1962,1,0,0,0,0,0,0,0,7.9,94.0,0,0
3,1962971,1962,1,1,0,0,1,0,0,0,7.6,92.0,0,1
4,1962112,1962,1,0,0,0,0,0,0,0,6.8,85.0,0,0
4,1962170,1962,1,0,1,0,0,0,0,0,8.3,93.0,0,0
4,1962943,1962,1,0,0,0,0,0,0,0,7.5,92.0,0,0
4,1962342,1962,1,0,1,1,0,0,0,0,7.9,94.0,0,0
4,1962971,1962,1,1,1,0,0,0,0,0,7.6,92.0,0,0
1,1963053,1963,1,0,0,0,0,0,0,0,7.8,88.0,0,0
1,1963096,1963,1,0,0,0,0,0,0,0,7.8,100.0,0,0
1,1963101,1963,1,0,0,0,0,0,0,0,7.9,100.0,0,0
1,1963177,1963,1,0,0,0,0,0,0,0,8.3,93.0,0,0
1,1963414,1963,1,1,0,0,0,0,0,0,8.3,93.0,0,0
2,1963096,1963,1,0,0,0,0,0,0,0,7.8,100.0,0,0
2,1963583,1963,1,0,0,0,0,0,0,0,7.5,95.0,0,0
2,1963697,1963,1,0,0,0,0,0,0,0,7.1,74.0,0,0
2,1963744,1963,1,1,0,0,0,0,0,0,8.1,96.0,0,0
2,1963804,1963,1,0,0,0,0,0,0,0,8.0,91.0,0,0
3,1963862,1963,1,0,0,0,0,0,0,0,7.2,85.0,0,0
3,1963101,1963,1,0,0,0,0,0,0,0,7.9,100.0,0,0
3,1963177,1963,1,1,0,0,1,1,0,0,8.3,93.0,0,1
3,1963744,1963,1,0,0,0,0,0,0,0,8.1,96.0,0,0
3,1963414,1963,1,0,0,0,1,0,0,0,8.3,93.0,0,0
4,1963177,1963,1,1,1,1,0,0,0,0,8.3,93.0,0,0
4,1964035,1963,1,0,0,0,0,0,0,0,7.7,94.0,0,0
4,1963213,1963,1,1,0,0,0,0,0,0,7.6,96.0,0,0
4,1964063,1963,1,0,0,0,0,0,0,0,7.7,84.0,0,0
4,1963414,1963,1,0,1,0,0,0,0,0,8.3,93.0,0,0
1,1964084,1964,1,0,0,0,0,0,0,0,7.0,56.0,0,0
1,1964152,1964,1,0,0,0,0,0,0,0,7.8,86.0,0,0
1,1964183,1964,1,1,0,0,0,0,0,0,7.5,92.0,0,0
1,1964411,1964,1,0,0,0,0,0,0,0,7.5,96.0,0,0
1,1964415,1964,1,0,0,0,0,0,0,0,6.4,83.0,0,0
2,1964152,1964,1,1,0,0,0,0,0,0,7.8,86.0,0,0
2,1964563,1964,1,0,0,0,0,0,0,0,7.3,75.0,0,0
2,1964589,1964,1,0,0,0,0,0,0,0,7.2,82.0,0,0
2,1964739,1964,1,0,0,0,0,0,0,0,7.3,67.0,0,0
2,1964411,1964,1,0,0,0,0,0,0,0,7.5,96.0,0,0
3,1964825,1964,1,0,0,0,1,1,0,0,7.7,67.0,0,0
3,1964870,1964,1,0,0,0,0,0,0,0,8.0,97.0,0,0
3,1964152,1964,1,0,0,0,1,0,0,0,7.8,86.0,0,0
3,1964932,1964,1,0,0,0,0,0,0,0,6.7,47.0,0,0
3,1964415,1964,1,1,0,0,1,0,0,0,6.4,83.0,0,1
4,1964825,1964,1,0,0,0,0,0,0,0,7.7,67.0,0,0
4,1964084,1964,1,0,0,0,0,0,0,0,7.0,56.0,0,0
4,1965020,1964,1,0,0,0,0,0,0,0,7.1,88.0,0,0
4,1964183,1964,1,0,0,0,0,0,0,0,7.5,92.0,0,0
4,1964415,1964,1,1,1,1,0,0,0,0,6.4,83.0,0,0
1,1965047,1965,1,0,0,0,0,0,0,0,7.8,75.0,0,0
1,1965105,1965,1,0,0,0,0,0,0,0,8.3,98.0,0,0
1,1965214,1965,1,1,0,0,0,0,0,0,7.7,94.0,0,0
1,1965442,1965,1,0,0,0,0,0,0,0,7.6,79.0,0,0
2,1965595,1965,1,0,0,0,0,0,0,0,7.4,80.0,0,0
2,1965597,1965,1,1,0,0,0,0,0,0,7.8,97.0,0,0
2,1965669,1965,1,0,0,0,0,0,0,0,7.6,82.0,0,0
2,1965752,1965,1,0,0,0,0,0,0,0,7.1,69.0,0,0
2,1965776,1965,1,0,0,0,0,0,0,0,6.6,88.0,0,0
3,1965047,1965,1,0,0,0,1,0,0,0,7.8,75.0,0,0
3,1965105,1965,1,0,0,0,0,0,0,0,8.3,98.0,0,0
3,1965597,1965,1,0,0,0,0,0,0,0,7.8,97.0,0,0
3,1965214,1965,1,1,0,0,1,1,0,0,7.7,94.0,0,1
3,1965442,1965,1,0,0,0,1,0,0,0,7.6,79.0,0,0
4,1965047,1965,1,0,1,0,0,0,0,0,7.8,75.0,0,0
4,1965105,1965,1,0,1,1,0,0,0,0,8.3,98.0,0,0
4,1965597,1965,1,0,0,0,0,0,0,0,7.8,97.0,0,0
4,1965214,1965,1,1,1,1,0,0,0,0,7.7,94.0,0,0
4,1965442,1965,1,0,1,0,0,0,0,0,7.6,79.0,0,0
1,1966075,1966,1,1,0,0,0,0,0,0,6.7,90.0,0,0
1,1966230,1966,1,0,0,0,0,0,0,0,7.0,82.0,0,0
1,1966270,1966,1,0,0,0,0,0,0,0,7.1,63.0,0,0
1,1966371,1966,1,0,0,0,0,0,0,0,7.6,88.0,0,0
1,1966394,1966,1,0,0,0,0,0,0,0,7.5,86.0,0,0
2,1966449,1966,1,0,0,0,0,0,0,0,8.0,89.0,0,0
2,1966517,1966,1,1,0,0,0,0,0,0,7.0,72.0,0,0
2,1966270,1966,1,0,0,0,0,0,0,0,7.1,63.0,0,0
2,1966712,1966,1,0,0,0,0,0,0,0,7.5,81.0,0,0
2,1966765,1966,1,0,0,0,0,0,0,0,8.1,83.0,0,0
3,1966517,1966,1,0,0,0,1,0,0,0,7.0,72.0,0,0
3,1966865,1966,1,0,0,0,1,1,0,0,7.9,82.0,0,0
3,1966712,1966,1,0,0,0,0,0,0,0,7.5,81.0,0,0
3,1966765,1966,1,1,0,0,0,0,0,0,8.1,83.0,0,1
3,1966972,1966,1,0,0,0,0,0,0,0,8.5,100.0,0,0
4,1966982,1966,1,0,0,0,0,0,0,0,7.3,72.0,0,0
4,1966517,1966,1,0,0,0,0,0,0,0,7.0,72.0,0,0
4,1966865,1966,1,0,1,0,0,0,0,0,7.9,82.0,0,0
4,1966270,1966,1,0,0,0,0,0,0,0,7.1,63.0,0,0
4,1966765,1966,1,1,0,0,0,0,0,0,8.1,83.0,0,0
1,1967010,1967,1,1,0,0,0,0,0,0,7.7,89.0,0,0
1,1967023,1967,1,0,0,0,0,0,0,0,7.0,97.0,0,0
1,1967388,1967,1,0,0,0,0,0,0,0,7.0,83.0,0,0
1,1967389,1967,1,0,0,0,0,0,0,0,7.5,85.0,0,0
1,1967435,1967,1,0,0,0,0,0,0,0,8.0,96.0,0,0
2,1967447,1967,1,0,0,0,0,0,0,0,7.5,75.0,0,0
2,1967541,1967,1,0,0,0,0,0,0,0,6.9,82.0,0,0
2,1967607,1967,1,0,0,0,0,0,0,0,6.5,65.0,0,0
2,1967761,1967,1,0,0,0,0,0,0,0,8.2,100.0,0,0
2,1967435,1967,1,1,0,0,0,0,0,0,8.0,96.0,0,0
3,1967447,1967,1,0,0,0,1,0,0,0,7.5,75.0,0,0
3,1967010,1967,1,1,0,0,0,0,0,0,7.7,89.0,0,1
3,1967842,1967,1,0,0,0,0,0,0,0,7.4,87.0,0,0
3,1967956,1967,1,0,0,0,0,0,0,0,7.3,89.0,0,0
3,1967435,1967,1,0,0,0,1,0,0,0,8.0,96.0,0,0
4,1967010,1967,1,1,1,1,0,0,0,0,7.7,89.0,0,0
4,1967023,1967,1,0,0,0,0,0,0,0,7.0,97.0,0,0
4,1967388,1967,1,0,0,0,0,0,0,0,7.0,83.0,0,0
4,1967389,1967,1,0,0,0,0,0,0,0,7.5,85.0,0,0
4,1967435,1967,1,0,1,1,0,0,0,0,8.0,96.0,0,0
1,1968060,1968,1,0,0,0,0,0,0,0,7.7,91.0,0,0
1,1968089,1968,1,0,0,0,0,0,0,0,8.1,100.0,0,0
1,1968140,1968,1,0,0,0,0,0,0,0,7.8,71.0,0,0
1,1968159,1968,1,1,0,0,0,0,0,0,7.9,95.0,0,0
1,1968329,1968,1,0,0,0,0,0,0,0,8.0,87.0,0,0
2,1968060,1968,1,0,0,0,0,0,0,0,7.7,91.0,0,0
2,1968140,1968,1,1,0,0,0,0,0,0,7.8,71.0,0,0
2,1968329,1968,1,0,0,0,0,0,0,0,8.0,87.0,0,0
2,1968779,1968,1,0,0,0,0,0,0,0,7.1,67.0,0,0
2,1968802,1968,1,0,0,0,0,0,0,0,7.7,96.0,0,0
3,1968060,1968,1,0,0,0,1,0,0,0,7.7,91.0,0,0
3,1968140,1968,1,0,0,0,1,0,0,0,7.8,71.0,0,0
3,1968884,1968,1,0,0,0,0,0,0,0,7.9,75.0,0,0
3,1968159,1968,1,0,0,0,1,0,0,0,7.9,95.0,0,0
3,1968329,1968,1,1,0,0,0,0,0,0,8.0,87.0,0,1
4,1968060,1968,1,0,1,0,0,0,0,0,7.7,91.0,0,0
4,1969002,1968,1,0,0,0,0,0,0,0,6.2,29.0,0,0
4,1968140,1968,1,0,0,0,0,0,0,0,7.8,71.0,0,0
4,1968159,1968,1,1,1,0,0,0,0,0,7.9,95.0,0,0
4,1968329,1968,1,0,1,1,0,0,0,0,8.0,87.0,0,0
1,1969079,1969,1,1,0,0,0,0,0,0,6.9,55.0,0,0
1,1969225,1969,1,0,0,0,0,0,0,0,7.4,91.0,0,0
1,1969323,1969,1,0,0,0,0,0,0,0,6.8,56.0,0,0
1,1969337,1969,1,0,0,0,0,0,0,0,7.6,100.0,0,0
1,1969357,1969,1,0,0,0,0,0,0,0,7.9,91.0,0,0
2,1969540,1969,1,1,0,0,0,0,0,0,7.4,95.0,0,0
2,1969564,1969,1,0,0,0,0,0,0,0,6.8,80.0,0,0
2,1969654,1969,1,0,0,0,0,0,0,0,7.1,92.0,0,0
2,1969357,1969,1,1,0,0,0,0,0,0,7.9,91.0,0,0
2,1969769,1969,1,0,0,0,0,0,0,0,7.0,100.0,0,0
3,1969816,1969,1,0,0,0,0,0,0,0,8.3,92.0,0,0
3,1969225,1969,1,1,0,0,1,0,0,0,7.4,91.0,0,0
3,1969662,1969,1,0,0,0,1,0,0,0,7.6,95.0,0,0
3,1969929,1969,1,0,0,0,0,0,0,0,8.1,99.0,0,0
3,1969357,1969,1,0,0,0,1,0,0,0,7.9,91.0,0,1
4,1969540,1969,1,0,0,0,0,0,0,0,7.4,95.0,0,0
4,1969225,1969,1,1,1,1,0,0,0,0,7.4,91.0,0,0
4,1969654,1969,1,0,0,0,0,0,0,0,7.1,92.0,0,0
4,1969662,1969,1,0,0,0,0,0,0,0,7.6,95.0,0,0
4,1969357,1969,1,0,0,0,0,0,0,0,7.9,91.0,0,0
1,1970038,1970,1,0,0,0,0,0,0,0,7.4,43.0,0,0
1,1970138,1970,1,1,0,0,0,0,0,0,6.8,100.0,0,0
1,1970197,1970,1,0,0,0,0,0,0,0,7.8,89.0,0,0
1,1970419,1970,1,1,0,0,0,0,0,0,7.4,87.0,0,0
2,1970038,1970,1,0,0,0,0,0,0,0,7.4,43.0,0,0
2,1970732,1970,1,0,0,0,0,0,0,0,6.3,33.0,0,0
2,1970751,1970,1,1,0,0,0,0,0,0,7.6,85.0,0,0
2,1970767,1970,1,0,0,0,0,0,0,0,6.6,88.0,0,0
2,1970785,1970,1,0,0,0,0,0,0,0,7.8,82.0,0,0
3,1970821,1970,1,0,0,0,0,0,0,0,6.3,63.0,0,0
3,1970850,1970,1,0,0,0,0,0,0,0,8.0,89.0,0,0
3,1970197,1970,1,1,0,0,1,0,0,0,7.8,89.0,0,1
3,1970785,1970,1,0,0,0,1,0,0,0,7.8,82.0,0,0
3,1970974,1970,1,0,0,0,0,0,0,0,8.1,94.0,0,0
4,1970038,1970,1,0,0,0,0,0,0,0,7.4,43.0,0,0
4,1970850,1970,1,0,1,1,0,0,0,0,8.0,89.0,0,0
4,1971015,1970,1,0,0,0,0,0,0,0,7.0,85.0,0,0
4,1970197,1970,1,1,1,1,0,0,0,0,7.8,89.0,0,0
4,1970974,1970,1,0,1,0,0,0,0,0,8.1,94.0,0,0
1,1971117,1971,1,0,0,0,0,0,0,0,7.4,89.0,0,0
1,1971156,1971,1,0,0,0,0,0,0,0,7.4,100.0,0,0
1,1971187,1971,1,0,0,0,0,0,0,0,6.9,63.0,0,0
1,1971232,1971,1,1,0,0,0,0,0,0,7.9,92.0,0,0
1,1971333,1971,1,0,0,0,0,0,0,0,6.9,43.0,0,0
2,1971519,1971,1,0,0,0,0,0,0,0,7.0,82.0,0,0
2,1971187,1971,1,0,0,0,0,0,0,0,6.9,63.0,0,0
2,1971664,1971,1,0,0,0,0,0,0,0,7.4,47.0,0,0
2,1971333,1971,1,0,0,0,0,0,0,0,6.9,43.0,0,0
2,1971810,1971,1,1,0,0,0,0,0,0,7.1,83.0,0,0
3,1971871,1971,1,0,0,0,0,0,0,0,6.8,76.0,0,0
3,1971187,1971,1,0,0,0,1,1,0,0,6.9,63.0,0,0
3,1971895,1971,1,0,0,0,1,0,0,0,7.3,86.0,0,0
3,1971232,1971,1,1,0,0,1,0,0,0,7.9,92.0,0,1
3,1971810,1971,1,0,0,0,1,0,0,0,7.1,83.0,0,0
4,1971983,1971,1,0,0,0,0,0,0,0,6.6,75.0,0,0
4,1971117,1971,1,0,0,0,0,0,0,0,7.4,89.0,0,0
4,1971187,1971,1,0,0,0,0,0,0,0,6.9,63.0,0,0
4,1971895,1971,1,0,1,0,0,0,0,0,7.3,86.0,0,0
4,1971232,1971,1,1,0,0,0,0,0,0,7.9,92.0,0,0
1,1972115,1972,1,0,0,0,0,0,0,0,8.0,81.0,0,0
1,1972173,1972,1,0,0,0,0,0,0,0,6.6,75.0,0,0
1,1972284,1972,1,0,0,0,0,0,0,0,7.0,83.0,0,0
1,1972324,1972,1,1,0,0,0,0,0,0,7.7,97.0,0,0
1,1972338,1972,1,0,0,0,0,0,0,0,7.1,100.0,0,0
2,1972574,1972,1,1,0,0,0,0,0,0,7.1,94.0,0,0
2,1972598,1972,1,0,0,0,0,0,0,0,7.1,67.0,0,0
2,1972599,1972,1,0,0,0,0,0,0,0,7.6,85.0,0,0
2,1972622,1972,1,0,0,0,0,0,0,0,7.2,69.0,0,0
2,1972284,1972,1,0,0,0,0,0,0,0,7.0,83.0,0,0
3,1972817,1972,1,0,0,0,0,0,0,0,8.2,86.0,0,0
3,1972115,1972,1,0,0,0,1,0,0,0,8.0,81.0,0,0
3,1972284,1972,1,0,0,0,0,0,0,0,7.0,83.0,0,0
3,1972324,1972,1,1,0,0,0,0,0,0,7.7,97.0,0,1
3,1972949,1972,1,0,0,0,0,0,0,0,8.0,98.0,0,0
4,1972817,1972,1,0,0,0,0,0,0,0,8.2,86.0,0,0
4,1972115,1972,1,0,1,0,0,0,0,0,8.0,81.0,0,0
4,1972622,1972,1,0,0,0,0,0,0,0,7.2,69.0,0,0
4,1972324,1972,1,1,1,0,0,0,0,0,7.7,97.0,0,0
4,1972949,1972,1,0,1,0,0,0,0,0,8.0,98.0,0,0
1,1973274,1973,1,0,0,0,0,0,0,0,7.9,89.0,0,0
1,1973279,1973,1,0,0,0,0,0,0,0,7.5,91.0,0,0
1,1973326,1973,1,1,0,0,0,0,0,0,9.2,97.0,0,0
1,1973387,1973,1,0,0,0,0,0,0,0,7.2,83.0,0,0
2,1973490,1973,1,1,0,0,0,0,0,0,7.8,91.0,0,0
2,1973577,1973,1,0,0,0,0,0,0,0,7.0,71.0,0,0
2,1973279,1973,1,0,0,0,0,0,0,0,7.5,91.0,0,0
2,1973721,1973,1,0,0,0,0,0,0,0,8.0,94.0,0,0
2,1973793,1973,1,0,0,0,0,0,0,0,6.3,50.0,0,0
3,1973490,1973,1,1,0,0,1,0,0,0,7.8,91.0,0,0
